,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
155826,2019079524,40.4476,-80.1649,RAMP C/TONIDALE INT RD,1,1.0,3.0,1.0,2019,7,18.0,2019-8,True
155837,2019063119,40.3311,-80.0224,LIBRARY RD,1,1.0,3.0,1.0,2019,4,18.0,2019-6,True
155858,2019076269,40.4079,-79.9812,WAGNER ST,1,1.0,3.0,1.0,2019,2,18.0,2019-7,True
155896,2019059849,40.3692,-80.035,MT. LEBANON BL,1,1.0,3.0,1.0,2019,7,18.0,2019-6,True
155918,2019076710,40.4389,-79.8317,WILLIAM PENN HW,1,1.0,3.0,1.0,2019,3,18.0,2019-7,True
155924,2019076737,40.3622,-79.8693,CONLIN ST,1,1.0,3.0,1.0,2019,2,18.0,2019-7,True
155932,2019083515,40.4555,-80.0066,NORTH AV,1,1.0,3.0,1.0,2019,7,18.0,2019-8,True
155939,2019083525,40.3246,-79.9898,BROWNSVILLE RD,1,1.0,3.0,1.0,2019,2,18.0,2019-8,True
155999,2019076959,40.4572,-79.9375,BAUM BL,1,1.0,3.0,1.0,2019,4,18.0,2019-7,True
156004,2019077011,40.4295,-79.8861,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,6,18.0,2019-6,True
156008,2019077065,40.3874,-80.0983,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,5,18.0,2019-7,True
156024,2019059898,40.3432,-80.0542,AMC LT,1,1.0,3.0,1.0,2019,7,18.0,2019-6,True
156081,2019077530,40.4467,-80.1584,CAMPBELLS RUN RD,1,1.0,3.0,1.0,2019,5,18.0,2019-8,True
156087,2019088074,40.3801,-79.8284,MARYLAND AV,1,1.0,3.0,1.0,2019,1,18.0,2019-9,True
156115,2019060303,40.4459,-79.8484,BEULAH RD,1,1.0,3.0,1.0,2019,5,18.0,2019-6,True
156149,2019088567,40.4488,-79.9649,CENTRE AV,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156152,2019088674,40.3413,-79.9653,PLEASANT HLLS INT/RP A RD,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156157,2019088698,40.3858,-79.9679,CHURCHVIEW AV,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156174,2019089135,40.4639,-79.8011,ANTHON DR,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
156200,2019089473,40.4931,-80.0418,BASCOM AV,1,1.0,3.0,1.0,2019,2,18.0,2019-8,True
156205,2019089621,40.4691,-79.9994,BESSIE AV,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
156212,2019089675,40.3681,-80.124,PRESTO SYGAN RD,1,1.0,3.0,1.0,2019,5,18.0,2019-9,True
156226,2019089839,40.5187,-80.267,SPRING RUN ROAD ET,1,1.0,3.0,1.0,2019,3,18.0,2019-8,True
156262,2019090149,40.4406,-79.9931,CROSSTOWN BL,1,1.0,3.0,1.0,2019,7,18.0,2019-9,True
156286,2019090405,40.367,-79.8899,HOMESTEAD DUQUESNE RD,1,1.0,3.0,1.0,2019,7,18.0,2019-9,True
156289,2019090439,40.3921,-80.0249,CASTLEGATE AV,1,1.0,3.0,1.0,2019,1,18.0,2019-9,True
156313,2019090806,40.3962,-79.9874,BROWNSVILLE RD,1,1.0,3.0,1.0,2019,2,18.0,2019-9,True
156345,2019091151,40.6051,-80.0059,PEARCE MILL RD,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156390,2019091541,40.5233,-79.8188,EAST/WEST TU,1,1.0,3.0,1.0,2019,7,18.0,2019-9,True
156418,2019091908,40.4276,-79.9763,SARAH ST,1,1.0,3.0,1.0,2019,5,18.0,2019-9,True
156450,2019092212,40.3546,-79.9562,DELWAR RD,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
156456,2019092271,40.4349,-79.9476,BLVD OF THE ALLIES BL,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
156480,2019092441,40.3484,-79.9448,MALL EN,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156487,2019092499,40.4369,-79.8965,S BRADDOCK AV,1,1.0,3.0,1.0,2019,7,18.0,2019-9,True
156509,2019092775,40.4513,-79.8439,BEULAH RD,1,1.0,3.0,1.0,2019,1,18.0,2019-9,True
156530,2019092900,40.3659,-79.9847,CLAIRTON BL,1,1.0,3.0,1.0,2019,1,18.0,2019-9,True
156535,2019092981,40.4636,-79.9306,PENN AV,1,1.0,3.0,1.0,2019,5,18.0,2019-9,True
156576,2019093266,40.3536,-79.9785,CLAIRTON BL,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
156579,2019093318,40.5581,-80.0253,PERRYMONT RD,1,1.0,3.0,1.0,2019,3,18.0,2019-9,True
156597,2019086844,40.4342,-80.0503,HARRIS AV,1,1.0,3.0,1.0,2019,4,18.0,2019-8,True
156630,2019093644,40.6495,-80.095,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
156641,2019093803,40.4494,-80.0247,OHIO RIVER BL,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
156645,2019093902,40.4862,-79.8124,LEECHBURG RD,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
156715,2019094110,40.5261,-80.1307,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,1,18.0,2019-9,True
156753,2019079702,40.3278,-80.0662,COUNTRY CLUB DR,1,1.0,3.0,1.0,2019,4,18.0,2019-8,True
156796,2019063432,40.5122,-80.1039,HAZELWOOD AV,1,1.0,3.0,1.0,2019,7,18.0,2019-6,True
156840,2019063701,40.6538,-79.8392,SAXONBURG BL,1,1.0,3.0,1.0,2019,1,18.0,2019-6,True
156858,2019094179,40.6537,-80.0935,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2019,2,18.0,2019-6,False
156882,2019094335,40.4581,-79.8557,LAKETON RD,1,1.0,3.0,1.0,2019,5,18.0,2019-9,True
156897,2019094448,40.454,-79.9124,FIFTH AV,1,1.0,3.0,1.0,2019,5,18.0,2019-9,True
156913,2019094578,40.4739,-79.7663,EAST/WEST TU,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
157035,2019066427,40.4619,-79.963,LIBERTY AV,1,1.0,3.0,1.0,2019,2,18.0,2019-7,True
157038,2019066445,40.6586,-80.0122,BAKERSTOWN/WARRENDALE RD,1,1.0,3.0,1.0,2019,2,18.0,2019-7,True
157039,2019066447,40.6144,-80.0917,BRANDT SCHOOL RD,1,1.0,3.0,1.0,2019,2,18.0,2019-7,True
157094,2019087425,40.3425,-79.9551,REGIS AV,1,1.0,3.0,1.0,2019,5,18.0,2019-8,True
157097,2019087456,40.4715,-79.929,BAYWOOD ST,1,1.0,3.0,1.0,2019,4,18.0,2019-8,True
157137,2019087634,40.4605,-79.925,BAUM BL,1,1.0,3.0,1.0,2019,6,18.0,2019-8,True
157172,2019087844,40.466,-79.7054,OLD ABERS CREEK RD,1,1.0,3.0,1.0,2019,4,18.0,2019-8,True
157186,2019087879,40.3927,-79.9337,GLENWOOD BR INT/RAMP C RD,1,1.0,3.0,1.0,2019,7,18.0,2019-8,True
157242,2019099891,40.4569,-79.7588,CENTER RD,1,1.0,3.0,1.0,2019,7,18.0,2019-9,True
157271,2019070363,40.4034,-80.0582,CHATHAM PARK DR,1,1.0,3.0,1.0,2019,6,18.0,2019-7,True
157292,2019102893,40.3787,-80.0993,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,5,18.0,2019-7,True
157308,2019080323,40.4294,-79.9991,MCARDLE RD,1,1.0,3.0,1.0,2019,6,18.0,2019-8,True
157363,2019072751,40.423,-79.8433,CARL AV,1,1.0,3.0,1.0,2019,6,18.0,2019-7,True
157386,2019070370,40.4907,-79.9512,ETNA BP,1,1.0,3.0,1.0,2019,6,18.0,2019-7,True
157399,2019072895,40.4541,-79.9968,E OHIO ST,1,1.0,3.0,1.0,2019,6,18.0,2019-7,True
157429,2019084076,40.5672,-80.0165,DUNCAN AV,1,1.0,3.0,1.0,2019,6,18.0,2019-8,True
157467,2019070513,40.462,-79.9246,HIGHLAND AV,1,1.0,3.0,1.0,2019,3,18.0,2019-7,True
157478,2019072931,40.4715,-79.9739,EAST OHIO ST,1,1.0,3.0,1.0,2019,6,18.0,2019-7,True
157508,2019101306,40.4078,-79.9093,ANN ST,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
157568,2019084257,40.4804,-79.9796,STANTON AV,1,1.0,3.0,1.0,2019,3,18.0,2019-8,True
157598,2019106864,40.3624,-79.9818,BAUMAN AV,1,3.0,3.0,1.0,2019,3,18.0,2019-10,False
157612,2019101488,40.4384,-79.7744,DUFF RD,1,3.0,3.0,1.0,2019,3,18.0,2019-10,False
157631,2019084294,40.3583,-80.0064,GROVE RD,1,1.0,3.0,1.0,2019,5,18.0,2019-8,True
157652,2019084341,40.6267,-80.0418,SALEM HOLLOW RD,1,1.0,3.0,1.0,2019,3,18.0,2019-8,True
157679,2019084463,40.4542,-79.8868,HALE ST,1,1.0,3.0,1.0,2019,2,18.0,2019-8,True
157813,2019107108,40.4664,-79.7054,GOLDEN MILE HW,1,1.0,3.0,1.0,2019,3,18.0,2019-10,True
157829,2019104424,40.3319,-79.9459,CLAIRTON BL,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
157830,2019073199,40.4502,-79.8269,RODI RD,1,1.0,3.0,1.0,2019,1,18.0,2019-7,True
157860,2019073304,40.5018,-80.076,OHIO RIVER BL,1,1.0,3.0,1.0,2019,4,18.0,2019-6,True
157870,2019104453,40.5449,-79.8385,HARMAR INT/RAMP D RD,1,3.0,3.0,1.0,2019,4,18.0,2019-10,False
157879,2019114120,40.3978,-79.9884,BROWNSVILLE RD,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
157880,2019114121,40.353,-79.8376,FIFTH AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
157884,2019104573,40.3468,-79.8806,RAMP NUMBER 2 RD,1,1.0,3.0,1.0,2019,5,18.0,2019-10,True
157911,2019114218,40.356,-79.8341,FIFTH AV,1,3.0,3.0,1.0,2019,7,18.0,2019-11,False
157928,2019080717,40.4288,-79.9853,EAST CARSON ST,1,1.0,3.0,1.0,2019,1,18.0,2019-8,True
157956,2019080761,40.4294,-79.9991,MCARDLE RD,1,1.0,3.0,1.0,2019,1,18.0,2019-8,True
157987,2019116938,40.4635,-79.9173,LIBERTY BL,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
157988,2019116941,40.3773,-79.9864,SAW MILL RUN BL,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
158008,2019110973,40.4392,-80.2118,MAHONEY RD,1,1.0,3.0,1.0,2019,6,18.0,2019-11,True
158019,2019111006,40.455,-79.7109,PINE VALLEY DR,1,2.0,3.0,1.0,2019,6,18.0,2019-11,False
158021,2019111047,40.3778,-79.9754,W GARDEN RD,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
158030,2019101828,40.4343,-80.1436,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,6,18.0,2019-8,True
158064,2019102175,40.5143,-79.8436,ALLEGHENY AV,1,1.0,3.0,1.0,2019,5,18.0,2019-10,True
158065,2019102178,40.4936,-79.8365,QUINCY DR,1,1.0,3.0,1.0,2019,5,18.0,2019-10,True
158083,2019102506,40.394,-80.1298,WALKERS MILL RD,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
158110,2019102749,40.4568,-79.744,OLD FRANKSTOWN RD,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
158161,2019117181,40.5956,-79.9145,EAST/WEST TU,1,2.0,3.0,1.0,2019,1,18.0,2019-11,False
158237,2019120428,40.4996,-80.1209,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,4,18.0,2019-8,True
158253,2019120682,40.5508,-80.088,MT NEBO RD,1,2.0,3.0,1.0,2019,1,18.0,2019-11,False
158277,2019120871,40.6172,-79.9803,EAST/WEST TU,1,2.0,3.0,2.0,2019,3,18.0,2019-11,False
158281,2019120938,40.4745,-79.7145,HOLIDAY PARK DR,1,3.0,3.0,1.0,2019,1,18.0,2019-11,False
158288,2019121021,40.4239,-80.109,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,5,18.0,2019-8,True
158292,2019121060,40.3642,-80.1191,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,3,18.0,2019-11,True
158298,2019121172,40.3801,-80.2045,ROBINSON RUN RD,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
158336,2019121934,40.4585,-79.9568,BIGELOW BL,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
158356,2019122136,40.5222,-80.0666,NORTH HILLS EX,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
158362,2019122245,40.6176,-79.9456,WILLIAM FLINN HW,1,2.0,3.0,1.0,2019,3,18.0,2019-11,False
158363,2019122258,40.4524,-79.9745,BIGELOW BL,1,2.0,3.0,1.0,2019,4,18.0,2019-11,False
158380,2019122432,40.5191,-80.0555,NORTH HILLS EX,1,3.0,3.0,1.0,2019,7,18.0,2019-11,False
158382,2019122460,40.4146,-80.062,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
158393,2019122559,40.5093,-80.0572,UNION AV,1,3.0,3.0,1.0,2019,5,18.0,2019-11,False
158414,2019122761,40.4311,-80.0106,KEARSARGE ST,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
158428,2019122793,40.4475,-80.1652,STEUBENVILLE PK,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
158445,2019122864,40.6231,-79.923,MCINTYRE RD,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
158452,2019122911,40.5663,-79.7956,TAWNEY RUN RD,1,2.0,3.0,1.0,2019,6,18.0,2019-11,False
158464,2019123054,40.3639,-79.8487,CRAWFORD AV,1,3.0,3.0,1.0,2019,7,18.0,2019-11,False
158528,2019114395,40.4471,-80.1669,SR 0022 SH,1,3.0,3.0,1.0,2019,7,18.0,2019-10,False
158540,2019117358,40.4344,-79.7932,RAMP FR MONROEVILLE MA,1,3.0,3.0,1.0,2019,1,18.0,2019-11,False
158567,2019114408,40.4362,-79.9709,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,2,18.0,2019-10,False
158602,2019111604,40.4008,-80.0318,BROADWAY AV,1,3.0,3.0,1.0,2019,1,18.0,2019-11,False
158603,2019111669,40.4377,-79.9865,STEVENSON ST,1,3.0,3.0,1.0,2019,1,18.0,2019-11,False
158608,2019124289,40.4502,-80.1111,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2019,2,18.0,2019-12,False
158610,2019124294,40.3312,-79.9457,CLAIRTON BL,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
158639,2019111847,40.5052,-80.2818,AIRPORT PY,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
158685,2019124763,40.6397,-79.9539,MERIDIAN RD,1,2.0,3.0,1.0,2019,7,18.0,2019-11,False
158722,2019112050,40.434,-79.9897,10TH ST,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
158731,2019112218,40.651,-79.9342,HECKERT RD,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
158809,2019125642,40.3826,-80.0939,WASHINGTON PK,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
158812,2019125680,40.4916,-80.0612,RIVERVIEW AV,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
158828,2019125893,40.4639,-80.0178,IRWIN AV,1,3.0,3.0,1.0,2019,7,18.0,2019-12,False
158837,2019126057,40.3433,-79.8293,EDEN PARK BL,1,3.0,3.0,1.0,2019,5,18.0,2019-12,False
158842,2019126079,40.3378,-79.9518,CLAIRTON BL,1,3.0,3.0,1.0,2019,1,18.0,2019-12,False
158899,2019126902,40.2814,-79.8829,DRAVOSBURG RD,1,2.0,3.0,1.0,2019,7,18.0,2019-12,False
158905,2019127020,40.4592,-79.9707,LIBERTY AV,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
158907,2019127023,40.4677,-79.8619,VERONA RD,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
158908,2019127028,40.4052,-79.9133,HAYS ST,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
158918,2019105279,40.5754,-80.0931,NORTH HILLS EX,1,1.0,3.0,1.0,2019,5,18.0,2019-10,True
158919,2019127188,40.49,-80.296,LINCOLN HW,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
158929,2019127437,40.5321,-79.7128,GREENSBURG RD,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
158960,2019105332,40.5272,-79.9503,FALL RUN RD,1,1.0,3.0,1.0,2019,6,18.0,2019-10,True
158978,2019105417,40.4553,-79.9222,SELLERS ST,1,3.0,3.0,1.0,2019,3,18.0,2019-10,False
158983,2019105482,40.5076,-80.0297,PERRY HW,1,3.0,3.0,1.0,2019,4,18.0,2019-10,False
158992,2019105584,40.5135,-80.0011,BABCOCK BL,1,1.0,3.0,1.0,2019,7,18.0,2019-10,True
159073,2019073760,40.324,-79.8925,MONONGAHELA AV,1,1.0,3.0,1.0,2019,7,18.0,2019-7,True
159079,2019096600,40.4787,-79.9476,CAMELIA ST,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
159172,2019105908,40.5269,-80.0503,HIGHVIEW AV,1,2.0,3.0,1.0,2019,4,18.0,2019-10,False
159179,2019128855,40.4479,-80.0185,REEDSDALE ST,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
159186,2019117745,40.5939,-79.9703,WILDWOOD RD,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
159201,2019129054,40.5721,-80.0235,MCKNIGHT RD,1,2.0,3.0,1.0,2019,1,18.0,2019-12,False
159202,2019129119,40.3982,-80.1276,NOBLESTOWN RD,1,3.0,3.0,1.0,2019,1,18.0,2019-12,False
159242,2019117939,40.3007,-79.9277,CLAIRTON BL,1,2.0,3.0,1.0,2019,6,18.0,2019-11,False
159254,2019096852,40.3516,-79.8566,5TH AV,1,1.0,3.0,1.0,2019,4,18.0,2019-9,True
159263,2019129650,40.3977,-79.7693,MOSSIDE BL,1,3.0,3.0,1.0,2019,1,18.0,2019-12,False
159267,2019114436,40.4249,-80.1167,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
159338,2019118013,40.455,-79.9139,PENN AV,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
159351,2019118176,40.4171,-80.0866,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
159378,2019118428,40.4498,-80.1762,SUMMIT PARK DR,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
159387,2019118522,40.4024,-79.8208,AIRBRAKE AV,1,3.0,3.0,1.0,2019,5,18.0,2019-11,False
159393,2019118554,40.375,-79.8651,EDGEWOOD AV,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
159398,2019118559,40.4726,-80.2178,AIRPORT PY,1,2.0,3.0,1.0,2019,1,18.0,2019-11,False
159444,2019114617,40.4575,-80.0115,SATURN WY,1,3.0,3.0,1.0,2019,1,18.0,2019-11,False
159455,2019131120,40.5869,-80.0416,PINE CREEK RD (T,1,3.0,3.0,1.0,2019,5,18.0,2019-12,False
159456,2019131162,40.4932,-79.8728,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
159549,2019118789,40.4642,-80.1418,CLEVER RD,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
159559,2019108035,40.4648,-79.8531,ORIN ST,1,3.0,3.0,1.0,2019,6,18.0,2019-10,False
159625,2019106241,40.4575,-80.0063,HEMLOCK ST,1,3.0,3.0,1.0,2019,2,18.0,2019-10,False
159654,2019115067,40.6323,-80.0975,RAYMOND P SHAFER HW,1,2.0,3.0,1.0,2019,1,18.0,2019-11,False
159672,2019119092,40.4572,-79.9375,BAUM BL,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
159681,2019112951,40.3365,-79.8071,LINCOLN WY,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
159684,2019112965,40.3794,-80.0521,ATLANTA DR,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
159723,2019113016,40.4384,-80.002,WOOD ST,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
159724,2019113065,40.5772,-80.0265,MCKNIGHT RD,1,2.0,3.0,1.0,2019,4,18.0,2019-11,False
159728,2019119229,40.5419,-80.0129,ROSS PARK MALL DR,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
159737,2019108309,40.3823,-80.044,ACADEMY AV,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
159751,2019132003,40.3729,-80.049,MAIN ENTRANCE DR,1,3.0,3.0,1.0,2019,5,18.0,2019-12,False
159754,2019113094,40.5334,-80.0109,MCKNIGHT RD,1,3.0,3.0,1.0,2019,2,18.0,2019-11,False
159764,2019115385,40.4162,-80.045,GREENTREE RD,1,3.0,3.0,1.0,2019,7,18.0,2019-11,False
159781,2019132006,40.3788,-80.0638,AUSTIN AV,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
159791,2019108394,40.4199,-80.0347,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,6,18.0,2019-10,False
159807,2019108407,40.4983,-80.0211,NORTH HILLS EX,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
159848,2019115409,40.4322,-79.9971,LIBERTY BR,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
159853,2019119601,40.4897,-79.9042,EASTERN AV,1,3.0,3.0,1.0,2019,5,18.0,2019-11,False
159875,2019119608,40.4662,-79.9516,PENN AV,1,2.0,3.0,1.0,2019,5,18.0,2019-11,False
159878,2019119619,40.4486,-80.0629,MIDDLETOWN RD,1,3.0,3.0,1.0,2019,5,18.0,2019-11,False
159879,2019132066,40.4952,-79.8698,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
159930,2019132178,40.5912,-79.948,TALLEY CAVEY RD,1,3.0,3.0,1.0,2019,7,18.0,2019-12,False
159944,2019132224,40.3839,-79.9745,WAIDLER AV,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
159957,2019115598,40.4942,-79.9037,ALLEGHENY VALLEY EX,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160017,2019131640,40.4351,-79.9564,BATES ST,1,1.0,3.0,1.0,2019,6,18.0,2019-12,True
160034,2019119850,40.3705,-80.1006,WASHINGTON PK,1,3.0,3.0,1.0,2019,5,18.0,2019-11,False
160038,2019135190,40.5944,-80.0948,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2019,3,18.0,2019-12,False
160058,2019135202,40.4363,-80.1478,PENN LINCOLN PY,1,3.0,3.0,9.0,2019,4,18.0,2019-12,False
160060,2019131734,40.4531,-79.9796,LIBERTY AV,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
160062,2019131736,40.5869,-80.0468,PINE CREEK RD,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
160067,2019135239,40.4259,-79.901,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,2,18.0,2019-12,False
160072,2019113717,40.5531,-80.1085,RIDGE RD,1,2.0,3.0,1.0,2019,3,18.0,2019-11,False
160081,2019113816,40.4088,-79.8207,MONROEVILLE AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160109,2019132598,40.5076,-79.8568,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
160116,2019108697,40.3539,-79.9148,RODEO DR,1,2.0,3.0,1.0,2019,6,18.0,2019-10,False
160125,2019097240,40.4561,-80.0802,SUMMERDALE ST,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
160136,2019108700,40.4329,-79.9967,LIBERTY BR,1,3.0,3.0,1.0,2019,1,18.0,2019-10,False
160147,2019119991,40.4697,-79.9211,STANTON AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160148,2019120000,40.5381,-79.8329,FREEPORT RD,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160185,2019055539,40.392,-79.9733,WATERMAN AV,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
160294,2019056674,40.3931,-80.1601,THOMS RUN RD,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
160303,2019056801,40.4507,-79.8925,FINANCE SQ,1,1.0,3.0,1.0,2019,3,18.0,2019-6,True
160310,2019058635,40.4736,-79.9723,RAMP Q RD,1,1.0,3.0,1.0,2019,1,18.0,2019-6,True
160312,2019022691,40.5249,-79.8589,FIELD CLUB RD,1,1.0,3.0,1.0,2019,2,18.0,2019-2,True
160325,2019025611,40.441,-80.0516,OBEY ST,1,3.0,3.0,1.0,2019,2,18.0,2019-3,False
160341,2019029850,40.4852,-79.8569,SANDY CREEK RD,1,1.0,3.0,1.0,2019,6,18.0,2019-3,True
160344,2019109009,40.6226,-80.0694,WEXFORD BAYNE RD,1,1.0,3.0,1.0,2019,4,18.0,2019-10,True
160351,2019109034,40.3243,-79.9029,NEW ENGLAND RD,1,2.0,3.0,1.0,2019,4,18.0,2019-10,False
160375,2019057182,40.4483,-79.9346,5TH AV,1,1.0,3.0,1.0,2019,4,18.0,2019-6,True
160376,2019132869,40.4904,-79.7831,UNIVERSAL RD,1,3.0,3.0,1.0,2019,2,18.0,2019-12,False
160377,2019132890,40.5369,-80.185,RIVER AV,1,3.0,3.0,1.0,2019,2,18.0,2019-12,False
160378,2019132897,40.5801,-79.9641,SAMPLE RD,1,2.0,3.0,1.0,2019,2,18.0,2019-12,False
160419,2019115870,40.4557,-79.7563,EAST/WEST TU,1,2.0,3.0,1.0,2019,5,18.0,2019-11,False
160439,2019042342,40.4347,-80.0169,OLYMPIA ST,1,1.0,3.0,1.0,2019,3,18.0,2019-4,True
160446,2019115890,40.4609,-79.9994,EAST STREET VALLEY ET,1,3.0,3.0,1.0,2019,7,18.0,2019-11,False
160450,2019109089,40.4382,-79.996,ROSS ST,1,1.0,3.0,1.0,2019,2,18.0,2019-10,True
160480,2019120233,40.4726,-80.0312,SHADELAND AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160483,2019135599,40.362,-80.0112,MCROBERTS RD,1,3.0,3.0,1.0,2019,4,18.0,2019-12,False
160524,2020000139,40.3301,-80.0586,BETHEL CHURCH RD,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
160648,2019057313,40.3264,-80.1375,WASHINGTON PK,1,1.0,3.0,1.0,2019,1,18.0,2019-6,True
160661,2019116057,40.4611,-79.8663,FRANKSTOWN RD,1,3.0,3.0,1.0,2019,4,18.0,2019-11,False
160668,2019133070,40.4973,-79.9283,SR 0028 SH,1,2.0,3.0,1.0,2019,5,18.0,2019-12,False
160675,2019116104,40.4973,-79.9345,SR 0028 SH,1,3.0,3.0,1.0,2019,3,18.0,2019-11,False
160679,2019056877,40.4976,-79.9475,HIGH ST,1,1.0,3.0,1.0,2019,7,18.0,2019-5,True
160693,2019057668,40.3434,-79.8403,MEADOW ST,1,1.0,3.0,1.0,2019,5,18.0,2019-6,True
160697,2020000706,40.3525,-80.1502,MORGAN HOLLOW RD,1,3.0,3.0,1.0,2019,5,18.0,2019-12,False
160715,2019133123,40.4429,-80.0443,STEUBEN ST,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
160721,2019057739,40.5011,-80.0744,OHIO RIVER BL,1,1.0,3.0,1.0,2019,5,18.0,2019-5,True
160727,2019053253,40.4875,-79.9202,BAKER ST,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
160752,2019057746,40.6188,-79.908,MIDDLE RD,1,1.0,3.0,1.0,2019,5,18.0,2019-6,True
