,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
162126,2019097448,40.389,-80.099,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,6,16.0,2019-9,True
162127,2019097453,40.5265,-80.1591,BEAVER RD,1,3.0,3.0,1.0,2019,7,22.0,2019-9,False
162128,2019097459,40.5265,-80.1591,RIVER AV,1,1.0,3.0,1.0,2019,2,15.0,2019-9,True
162129,2019097464,40.4283,-79.8895,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,3,16.0,2019-9,True
162130,2019097465,40.436,-79.9741,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,3,19.0,2019-9,False
162131,2019097466,40.4309,-79.8731,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,4,6.0,2019-9,True
162132,2019097471,40.5318,-80.2722,BEAVER VALLEY EX,1,1.0,3.0,1.0,2019,4,17.0,2019-9,True
162136,2019134900,40.4338,-79.7558,NORTHERN PK,1,1.0,3.0,1.0,2019,5,11.0,2019-12,True
162139,2019040111,40.3779,-80.0038,MCNEILLY RD,1,1.0,3.0,1.0,2019,3,15.0,2019-4,True
162140,2019040112,40.3365,-79.8531,WALNUT ST,1,1.0,3.0,1.0,2019,3,17.0,2019-4,True
162141,2019045904,40.4588,-79.9728,30TH ST,1,1.0,3.0,9.0,2019,7,19.0,2019-5,True
162143,2019044973,40.4464,-79.7596,SECO RD,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162144,2019044974,40.4581,-79.8994,FRANKSTOWN AV,1,1.0,3.0,1.0,2019,4,12.0,2019-5,True
162145,2019097472,40.4278,-79.9252,SQUIRREL HILL TN,1,3.0,3.0,1.0,2019,4,19.0,2019-9,False
162146,2019097474,40.4288,-80.1317,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,5,8.0,2019-9,True
162147,2019097482,40.5891,-80.0989,NORTH HILLS EX,1,1.0,3.0,1.0,2019,7,13.0,2019-7,True
162149,2019050616,40.4946,-79.9355,MAIN ST,1,1.0,3.0,1.0,2019,2,11.0,2019-5,True
162150,2019050622,40.3249,-79.8392,WALNUT ST,1,1.0,3.0,1.0,2019,4,16.0,2019-5,True
162151,2019050967,40.438,-79.992,ARMSTRONG TN,1,1.0,3.0,1.0,2019,7,18.0,2019-5,True
162152,2019134907,40.5582,-80.0233,BABCOCK BL,1,1.0,3.0,1.0,2019,2,9.0,2019-12,True
162153,2019134918,40.4589,-79.9322,BAUM BL,1,1.0,3.0,9.0,2019,2,9.0,2019-12,True
162155,2019134933,40.3525,-79.8484,E. FIFTH AV,1,1.0,3.0,1.0,2019,2,9.0,2019-12,True
162156,2019040113,40.4044,-79.9759,BECKS RUN RD,1,1.0,3.0,1.0,2019,3,18.0,2019-4,True
162157,2019040118,40.4721,-80.2119,AIRPORT PY,1,2.0,3.0,2.0,2019,7,6.0,2019-2,False
162158,2019039336,40.4647,-79.9342,PENN AV,1,1.0,3.0,1.0,2019,4,15.0,2019-4,True
162159,2019039338,40.4034,-80.0409,POTOMAC AV,1,1.0,3.0,1.0,2019,1,13.0,2019-4,True
162160,2019051138,40.4933,-80.011,NORTH HILLS EX,1,1.0,3.0,1.0,2019,3,17.0,2019-4,True
162161,2019051236,40.3338,-79.8127,LONG RUN RD,1,1.0,3.0,1.0,2019,1,12.0,2019-5,True
162163,2019050387,40.4311,-80.0106,KEARSARGE ST,1,3.0,3.0,1.0,2019,4,23.0,2019-5,False
162164,2019053183,40.4743,-79.8219,SPRING GROVE RD,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
162165,2019053370,40.5129,-79.9584,MT ROYAL BL,1,1.0,3.0,1.0,2019,7,10.0,2019-5,True
162166,2019053379,40.3431,-79.8915,ELIZABETH ST,1,1.0,3.0,1.0,2019,7,8.0,2019-5,True
162167,2019053380,40.4777,-80.0363,MCCLURE AV,1,1.0,3.0,1.0,2019,7,10.0,2019-5,True
162168,2019044976,40.393,-79.9973,MIDWOOD AV,1,1.0,3.0,1.0,2019,4,17.0,2019-5,True
162169,2019044977,40.4072,-80.0338,WENZELL AV,1,1.0,3.0,1.0,2019,4,16.0,2019-5,True
162170,2019044981,40.4036,-80.0405,POTOMAC AV,1,3.0,3.0,1.0,2019,2,20.0,2019-4,False
162171,2019045236,40.575,-80.0754,INGOMAR HTS RD,1,1.0,3.0,1.0,2019,5,10.0,2019-5,True
162173,2019039342,40.4184,-79.9727,ELEANOR ST,1,1.0,3.0,1.0,2019,7,19.0,2019-4,True
162174,2019039346,40.4341,-79.9654,TECHNOLOGY DR,1,1.0,3.0,1.0,2019,1,15.0,2019-4,True
162175,2019039591,40.5072,-80.0414,NORTH HILLS EX,1,2.0,3.0,1.0,2019,4,20.0,2019-1,False
162176,2019134940,40.3944,-79.9973,ANSONIA PL,1,1.0,3.0,9.0,2019,2,10.0,2019-12,True
162177,2019134960,40.3104,-79.8271,DONNER ST,1,1.0,3.0,1.0,2019,2,12.0,2019-12,True
162178,2019134963,40.4623,-79.858,FRANKSTOWN RD,1,1.0,3.0,1.0,2019,2,13.0,2019-12,True
162180,2019040606,40.5815,-80.0552,INGOMAR RD,1,1.0,3.0,1.0,2019,4,12.0,2019-4,True
162181,2019040607,40.5765,-80.0258,ARCADIA DR,1,1.0,3.0,1.0,2019,4,17.0,2019-4,True
162182,2019040825,40.4434,-79.9527,FORBES AV,1,1.0,3.0,1.0,2019,5,17.0,2019-4,True
162183,2019040826,40.5433,-79.7608,ENTRANCE DR,1,1.0,3.0,1.0,2019,2,15.0,2019-4,True
162184,2019050392,40.3826,-79.8972,VALEWOOD DR,1,3.0,3.0,1.0,2019,6,1.0,2019-5,False
162185,2019050444,40.3548,-79.8409,ELM ST,1,1.0,3.0,1.0,2019,6,7.0,2019-5,True
162186,2019050445,40.4377,-79.7595,MOSSIDE BL,1,1.0,3.0,1.0,2019,6,14.0,2019-5,True
162188,2019049421,40.4383,-79.8429,LEWIN LN,1,1.0,3.0,1.0,2019,3,16.0,2019-5,True
162189,2019049462,40.4557,-79.9976,EAST STREET VALLEY ET,1,1.0,3.0,1.0,2019,4,8.0,2019-5,True
162190,2019049637,40.4854,-79.9286,MARTHA ST,1,1.0,3.0,1.0,2019,3,14.0,2019-5,True
162191,2019050045,40.3549,-80.1158,MILLERS RUN RD,1,1.0,3.0,1.0,2019,5,11.0,2019-5,True
162193,2019039594,40.5236,-80.2729,AIRPORT PY,1,3.0,3.0,1.0,2019,6,23.0,2019-2,False
162195,2019040828,40.5286,-79.8495,HULTON BRIDGE RD,1,1.0,3.0,1.0,2019,5,17.0,2019-4,True
162196,2019040829,40.3264,-80.1261,HUNTING RIDGE RD,1,2.0,3.0,1.0,2019,4,1.0,2019-4,False
162197,2019040831,40.2167,-79.8437,RAINBOW RUN RD,1,1.0,3.0,1.0,2019,5,18.0,2019-4,True
162198,2019045239,40.406,-79.8251,GRANT ST,1,1.0,3.0,1.0,2019,7,12.0,2019-4,True
162199,2019045261,40.4755,-80.0978,PINE HOLLOW RD,1,1.0,3.0,1.0,2019,5,14.0,2019-5,True
162200,2019045265,40.4179,-79.8823,WOODSTOCK AV,1,1.0,3.0,1.0,2019,4,16.0,2019-5,True
162202,2019050693,40.5866,-80.095,ROCHESTER RD,1,2.0,3.0,9.0,2019,6,22.0,2019-5,False
162203,2019050696,40.4699,-79.8699,MARK DR,1,1.0,3.0,1.0,2019,7,17.0,2019-5,True
162204,2019050698,40.4707,-80.0345,FORSYTHE ST,1,3.0,3.0,1.0,2019,6,23.0,2019-5,False
162205,2019053387,40.3147,-80.0384,LOGAN RD,1,1.0,3.0,1.0,2019,6,7.0,2019-5,True
162206,2019053428,40.4569,-79.8941,FRANKSTOWN AV,1,1.0,3.0,1.0,2019,7,13.0,2019-5,True
162207,2019053946,40.4615,-79.8276,DUFF RD,1,3.0,3.0,1.0,2019,2,21.0,2019-5,False
162208,2019054009,40.4838,-79.9079,ALLEGHENY RIVER BL,1,1.0,3.0,1.0,2019,7,14.0,2019-5,True
162209,2019037019,40.4345,-79.9905,SECOND AV,1,3.0,3.0,1.0,2019,1,3.0,2019-4,False
162210,2019037136,40.5425,-80.0276,BABCOCK BL,1,1.0,3.0,1.0,2019,1,17.0,2019-3,True
162211,2019037286,40.4602,-79.8905,MOUNT VERNON ST,1,2.0,3.0,1.0,2019,5,1.0,2019-4,False
162212,2019037627,40.4365,-79.9623,HAMLET ST,1,1.0,3.0,1.0,2019,3,9.0,2019-4,True
162213,2019045553,40.4656,-79.9658,MULBERRY WY,1,1.0,3.0,1.0,2019,6,16.0,2019-5,True
162214,2019045595,40.4875,-79.9181,ONE WILD PL,1,1.0,3.0,1.0,2019,5,14.0,2019-5,True
162215,2019045607,40.4586,-79.844,LINDBERG AV,1,1.0,3.0,1.0,2019,6,16.0,2019-5,True
162216,2019045609,40.4663,-79.9381,JORDAN WY,1,1.0,3.0,1.0,2019,5,17.0,2019-5,True
162217,2019045055,40.3476,-79.8325,HARTMAN ST,1,3.0,3.0,1.0,2019,4,21.0,2019-5,False
162218,2019045071,40.4342,-79.7325,WILLIAM PENN HW,1,3.0,3.0,1.0,2019,4,3.0,2019-1,False
162219,2019045088,40.366,-80.0485,ROCKLYNN PL,1,1.0,3.0,1.0,2019,2,12.0,2019-4,True
162221,2019050352,40.4587,-79.908,FRANKSTOWN AV,1,1.0,3.0,1.0,2019,5,17.0,2019-5,True
162222,2019049720,40.3532,-79.8373,ELM ST,1,1.0,3.0,1.0,2019,4,14.0,2019-5,True
162223,2019039820,40.4842,-79.8193,FRANKSTOWN RD,1,3.0,3.0,1.0,2019,2,20.0,2019-4,False
162224,2019039824,40.3792,-79.7769,MOSSIDE BL,1,1.0,3.0,1.0,2019,5,17.0,2019-4,True
162226,2019039856,40.5139,-79.9453,KAY ST,1,3.0,3.0,1.0,2019,4,3.0,2019-4,False
162228,2019041743,40.4698,-80.0264,WOODLAND AV,1,1.0,3.0,1.0,2019,2,15.0,2019-4,True
162229,2019042114,40.4444,-80.1293,MOON RUN PARK RD,1,1.0,3.0,1.0,2019,2,19.0,2019-4,True
162230,2019050764,40.4383,-79.8429,LEWIN LN,1,1.0,3.0,1.0,2019,5,13.0,2019-5,True
162231,2019050776,40.3152,-80.0294,SARAH ST,1,1.0,3.0,1.0,2019,5,12.0,2019-5,True
162232,2019050786,40.534,-80.1736,DAVIS LN,1,1.0,3.0,1.0,2019,7,12.0,2019-5,True
162233,2019050816,40.466,-79.9818,LEY ST,1,1.0,3.0,1.0,2019,7,13.0,2019-5,True
162234,2019037641,40.5593,-79.7722,FREEPORT RD,1,1.0,3.0,1.0,2019,1,17.0,2019-3,True
162236,2019037144,40.3989,-80.0255,WEST LIBERTY AV,1,1.0,3.0,1.0,2019,1,18.0,2019-4,True
162237,2019037149,40.4294,-79.9568,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,2,22.0,2019-1,False
162239,2019041321,40.4573,-80.0294,COLUMBUS AV,1,3.0,3.0,9.0,2019,1,2.0,2019-4,False
162240,2019041330,40.4712,-79.8203,FRANKSTOWN RD,1,3.0,3.0,1.0,2019,1,3.0,2019-4,False
162242,2019045108,40.6321,-79.9399,COMMUNITY CENTER DR,1,1.0,3.0,1.0,2019,4,11.0,2019-5,True
162243,2019045112,40.5794,-80.0091,COTTINGHAM DR,1,1.0,3.0,1.0,2019,4,17.0,2019-5,True
162244,2019045134,40.3549,-80.1157,FROM 8003/0010 RD,1,1.0,3.0,1.0,2019,4,14.0,2019-5,True
162245,2019045283,40.3967,-79.9985,SAW MILL RUN BL,1,1.0,3.0,1.0,2019,5,15.0,2019-5,True
162246,2019054353,40.6019,-80.1169,WEXFORD BAYNE RD,1,1.0,3.0,1.0,2019,2,14.0,2019-5,True
162248,2019054798,40.4498,-79.935,AIKEN AV,1,1.0,3.0,1.0,2019,5,11.0,2019-5,True
162249,2019054017,40.4462,-79.9833,BEDFORD AV,1,1.0,3.0,1.0,2019,2,15.0,2019-5,True
162254,2019049735,40.6427,-80.0675,BRADFORD RD,1,1.0,3.0,1.0,2019,4,15.0,2019-5,True
162255,2019049739,40.5263,-80.1586,BEAVER ST,1,1.0,3.0,1.0,2019,4,14.0,2019-5,True
162256,2019049785,40.408,-80.0143,SOUTHCREST DR,1,1.0,3.0,1.0,2019,4,16.0,2019-5,True
162257,2019047189,40.3528,-79.8215,OHIO AV,1,1.0,3.0,1.0,2019,4,15.0,2019-5,True
162258,2019039878,40.387,-79.867,KENNYWOOD LT,1,1.0,3.0,1.0,2019,5,12.0,2019-4,True
162259,2019039479,40.6674,-80.0964,THORN HILL RD,1,3.0,3.0,1.0,2019,2,0.0,2019-4,False
162260,2019039482,40.3476,-79.8325,HARTMAN ST,1,3.0,3.0,1.0,2019,7,22.0,2019-4,False
162261,2019039527,40.5133,-79.951,WILLIAM FLINN HW,1,1.0,3.0,1.0,2019,1,14.0,2019-4,True
162262,2019045291,40.5293,-79.9655,MT ROYAL BL,1,1.0,3.0,1.0,2019,5,16.0,2019-5,True
162263,2019045292,40.4997,-79.9801,EVERGREEN AV,1,3.0,3.0,1.0,2019,4,20.0,2019-5,False
162264,2019045295,40.3532,-79.8373,ELM ST,1,1.0,3.0,1.0,2019,5,18.0,2019-5,True
162265,2019045296,40.4316,-79.7299,NEW WM PENN HW,1,1.0,3.0,1.0,2019,3,15.0,2019-4,True
162267,2019041423,40.4143,-80.0627,PENN LINCOLN PY,1,1.0,3.0,9.0,2019,2,8.0,2019-4,True
162268,2019041424,40.4799,-80.0072,NORTH HILLS EX,1,1.0,3.0,1.0,2019,3,17.0,2019-4,True
162269,2019041427,40.458,-79.9989,CROSSTOWN BL,1,1.0,3.0,1.0,2019,4,15.0,2019-4,True
162270,2019039532,40.4354,-79.7882,WILLIAM PENN HW,1,1.0,3.0,1.0,2019,6,13.0,2019-4,True
162272,2019039534,40.6364,-80.0642,AHN LT,1,1.0,3.0,1.0,2019,5,8.0,2019-4,True
162273,2019039596,40.4285,-79.9556,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,3,5.0,2019-2,False
162274,2019054024,40.5757,-80.0372,ARCADIA DR,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
162275,2019054030,40.4409,-79.8563,MARBURY RD,1,1.0,3.0,1.0,2019,3,8.0,2019-5,True
162276,2019042787,40.3761,-79.8966,OLD BRIERLY LN,1,1.0,3.0,1.0,2019,1,16.0,2019-4,True
162277,2019042789,40.3402,-79.9673,GREEN DR,1,1.0,3.0,1.0,2019,4,13.0,2019-4,True
162279,2019042808,40.501,-79.8624,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2019,2,19.0,2019-4,True
162280,2019050826,40.3828,-79.9769,STEWART AV,1,1.0,3.0,1.0,2019,7,14.0,2019-5,True
162281,2019050828,40.507,-79.8904,GUYASUTA RD,1,2.0,3.0,9.0,2019,7,3.0,2019-5,False
162282,2019051405,40.4335,-79.8946,S BRADDOCK AV,1,1.0,3.0,1.0,2019,6,14.0,2019-5,True
162283,2019051923,40.4404,-79.9948,6TH AV,1,1.0,3.0,1.0,2019,3,14.0,2019-5,True
162284,2019041428,40.4391,-80.0077,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,20.0,2019-4,False
162285,2019041431,40.4329,-79.8705,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,5,5.0,2019-4,False
162286,2019041434,40.4641,-80.1947,AIRPORT PY,1,1.0,3.0,1.0,2019,5,16.0,2019-4,True
162287,2019042402,40.4142,-79.9971,BAUSMAN ST,1,3.0,3.0,1.0,2019,4,2.0,2019-4,False
162288,2019052455,40.322,-80.0537,CHESSBRIAR DR,1,1.0,3.0,1.0,2019,7,14.0,2019-5,True
162289,2019052457,40.294,-80.0304,LIBRARY RD,1,1.0,3.0,1.0,2019,6,17.0,2019-5,True
162290,2019050971,40.4647,-79.952,HOWLEY ST,1,3.0,3.0,1.0,2019,2,23.0,2019-5,False
162291,2019050974,40.407,-80.0274,BROADWAY AV,1,3.0,3.0,1.0,2019,7,21.0,2019-5,False
162292,2019042677,40.4617,-79.8946,UPLAND ST,1,3.0,3.0,1.0,2019,4,2.0,2019-4,False
162293,2019042898,40.5058,-80.2231,ROSEMONT DR,1,1.0,3.0,1.0,2019,1,15.0,2019-4,True
162294,2019041541,40.4561,-80.0253,FULTON ST,1,3.0,3.0,1.0,2019,1,20.0,2019-4,False
162296,2019045614,40.4123,-80.0779,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,3,14.0,2019-3,True
162297,2019045678,40.4674,-80.0354,OHIO RIVER BL,1,3.0,3.0,1.0,2019,6,22.0,2019-5,False
162298,2019045681,40.426,-79.9236,SHADY AV,1,3.0,3.0,9.0,2019,6,22.0,2019-5,False
162301,2019041545,40.3707,-79.8529,AURILLES ST,1,3.0,3.0,1.0,2019,1,22.0,2019-4,False
162303,2019041550,40.3912,-79.8832,GREENSPRINGS AV,1,3.0,3.0,9.0,2019,1,2.0,2019-4,False
162304,2019041552,40.4106,-80.0056,SAW MILL RUN BL,1,3.0,3.0,1.0,2019,1,22.0,2019-4,False
162305,2019037150,40.5663,-80.0898,NORTH HILLS EX,1,1.0,3.0,1.0,2019,4,16.0,2019-1,True
162306,2019037153,40.5228,-80.1313,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,3,7.0,2019-3,True
162307,2019034602,40.4789,-80.043,BRIGHTON HEIGHTS AV,1,1.0,3.0,1.0,2019,7,8.0,2019-3,True
162308,2019034606,40.3188,-80.0271,LIBRARY RD,1,1.0,3.0,1.0,2019,5,12.0,2019-3,True
162309,2019054221,40.4633,-79.9522,LIBERTY AV,1,1.0,3.0,1.0,2019,3,16.0,2019-5,True
162310,2019054234,40.4614,-79.8411,FRANKSTOWN RD,1,1.0,3.0,1.0,2019,3,18.0,2019-5,True
162311,2019054248,40.429,-79.9449,PENN LINCOLN PY,1,1.0,3.0,9.0,2019,1,9.0,2019-5,True
162312,2019054284,40.2783,-79.9429,MON VALLEY/FAYETTE EX,1,3.0,3.0,1.0,2019,4,21.0,2019-5,False
162313,2019041745,40.471,-80.0086,CHARLES ST,1,1.0,3.0,1.0,2019,2,14.0,2019-4,True
162314,2019041802,40.4599,-79.925,CENTRE AV,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162315,2019041803,40.3986,-79.9871,CONCORDIA ST,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162316,2019050990,40.4439,-80.0275,WEST CARSON ST,1,3.0,3.0,1.0,2019,1,0.0,2019-5,False
162318,2019051024,40.5473,-80.0199,CORBETT CT,1,1.0,3.0,1.0,2019,5,13.0,2019-5,True
162319,2019051139,40.4422,-79.8568,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,4,15.0,2019-4,True
162320,2019047193,40.3576,-80.1146,HICKMAN ST,1,1.0,3.0,1.0,2019,2,19.0,2019-5,True
162321,2019047194,40.5041,-79.8838,SQUAW RUN RD,1,1.0,3.0,1.0,2019,4,14.0,2019-5,True
162322,2019047237,40.4464,-79.9967,10TH STREET BP,1,1.0,3.0,1.0,2019,4,17.0,2019-5,True
162323,2019047241,40.474,-80.0667,DESIDERIO WY,1,1.0,3.0,1.0,2019,4,16.0,2019-5,True
162324,2019045688,40.4299,-79.7513,MOSSIDE BL,1,3.0,3.0,1.0,2019,5,23.0,2019-5,False
162325,2019045695,40.4116,-80.0067,SAW MILL RUN BL,1,1.0,3.0,1.0,2019,6,6.0,2019-5,True
162326,2019043485,40.438,-79.9211,FORBES AV,1,1.0,3.0,1.0,2019,7,9.0,2019-4,True
162329,2019051142,40.5803,-80.1146,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,3,17.0,2019-4,True
162330,2019051143,40.5079,-80.0441,NORTH HILLS EX,1,1.0,3.0,1.0,2019,4,8.0,2019-4,True
162331,2019051144,40.5408,-80.081,NORTH HILLS EX,1,2.0,3.0,1.0,2019,7,1.0,2019-4,False
162332,2019034607,40.3896,-79.9385,GLASS RUN RD,1,1.0,3.0,1.0,2019,7,10.0,2019-3,True
162333,2019034610,40.3501,-79.9764,MAXWELL DR,1,1.0,3.0,1.0,2019,6,8.0,2019-3,True
162335,2019037305,40.3516,-80.0861,MCLAUGHLIN RUN RD,1,1.0,3.0,9.0,2019,1,17.0,2019-4,True
162336,2019041806,40.4619,-79.9376,AIKEN AV,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162337,2019041583,40.3586,-79.8346,BOWMAN AV,1,3.0,3.0,1.0,2019,2,4.0,2019-4,False
162338,2019041586,40.62,-79.9137,SR 0910 SH,1,1.0,3.0,1.0,2019,1,13.0,2019-4,True
162339,2019041597,40.4099,-79.9906,BROWNSVILLE RD,1,1.0,3.0,1.0,2019,7,11.0,2019-4,True
162340,2019039605,40.4372,-80.0026,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,7,15.0,2019-3,True
162341,2019039615,40.4476,-80.1649,RAMP C/TONIDALE INT RD,1,1.0,3.0,1.0,2019,5,12.0,2019-4,True
162342,2019037311,40.4816,-79.8755,ALLEGHENY RIVER BL,1,1.0,3.0,1.0,2019,1,12.0,2019-4,True
162343,2019037312,40.532,-79.7691,COXCOMB HILL RD,1,1.0,3.0,1.0,2019,7,9.0,2019-4,True
162344,2019037318,40.3762,-79.9842,CLAIRTON BL,1,1.0,3.0,9.0,2019,6,7.0,2019-4,True
162345,2019037338,40.4604,-79.9218,PENN AV,1,1.0,3.0,1.0,2019,2,9.0,2019-4,True
162346,2019051048,40.3348,-79.8118,LONG RUN RD,1,1.0,3.0,1.0,2019,1,13.0,2019-5,True
162348,2019051076,40.3185,-79.8992,COAL VALLEY RD,1,1.0,3.0,1.0,2019,6,10.0,2019-5,True
162349,2019051080,40.4677,-79.9164,MEADOW ST,1,1.0,3.0,1.0,2019,1,14.0,2019-5,True
162351,2019043497,40.3991,-80.0447,CROSSOVER RD,1,1.0,3.0,1.0,2019,7,11.0,2019-4,True
162352,2019043499,40.4261,-79.9808,18TH ST,1,1.0,3.0,1.0,2019,7,11.0,2019-4,True
162353,2019043501,40.4842,-79.9078,ALLEGHENY RIVER BL,1,1.0,3.0,1.0,2019,7,11.0,2019-4,True
162354,2019041619,40.5674,-80.007,PEEBLES RD,1,1.0,3.0,1.0,2019,7,14.0,2019-4,True
162355,2019041807,40.6201,-79.8335,MCKRELL RD,1,1.0,3.0,1.0,2019,2,14.0,2019-4,True
162356,2019035331,40.6506,-80.0796,PERRY HW,1,1.0,3.0,1.0,2019,2,16.0,2019-4,True
162357,2019035338,40.5926,-79.8887,MYERS LN,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162358,2019035351,40.383,-79.8574,COMMONWEALTH AV,1,3.0,3.0,1.0,2019,2,21.0,2019-4,False
162359,2019035362,40.464,-79.965,35TH ST,1,3.0,3.0,1.0,2019,7,23.0,2019-3,False
162360,2019051085,40.431,-80.0016,PAT BUSWAY RD,1,3.0,3.0,1.0,2019,7,20.0,2019-5,False
162361,2019051097,40.479,-79.8484,SANDY CREEK RD,1,1.0,3.0,1.0,2019,1,15.0,2019-5,True
162362,2019051145,40.5257,-80.2723,BEAVER VALLEY EX,1,1.0,3.0,1.0,2019,2,15.0,2019-4,True
162363,2019051935,40.4504,-79.9487,NEVILLE ST,1,1.0,3.0,1.0,2019,3,18.0,2019-5,True
162364,2019039888,40.4427,-79.9872,WYLIE AV,1,1.0,3.0,1.0,2019,3,6.0,2019-4,True
162365,2019039911,40.4341,-79.7523,NORTHERN PK,1,1.0,3.0,1.0,2019,7,9.0,2019-4,True
162366,2019039917,40.442,-79.7277,HOCHBERG RD,1,1.0,3.0,1.0,2019,7,8.0,2019-4,True
162367,2019039921,40.4498,-79.935,HOWE ST,1,1.0,3.0,1.0,2019,1,13.0,2019-4,True
162368,2019042691,40.4649,-79.8536,FRANKSTOWN RD,1,3.0,3.0,1.0,2019,5,0.0,2019-4,False
162369,2019042694,40.4171,-80.0662,NOBLESTOWN RD,1,3.0,3.0,1.0,2019,4,0.0,2019-4,False
162370,2019042725,40.4354,-79.9847,BL OF THE AL,1,1.0,3.0,1.0,2019,4,13.0,2019-4,True
162371,2019041909,40.4151,-80.0118,SAW MILL RUN BL,1,3.0,3.0,1.0,2019,2,21.0,2019-4,False
162372,2019035363,40.448,-80.0111,OHIO RIVER BL,1,3.0,3.0,1.0,2019,1,2.0,2019-3,False
162373,2019035364,40.3807,-79.8611,DUNBLANE ST,1,3.0,3.0,1.0,2019,2,21.0,2019-4,False
162374,2019035409,40.5039,-80.1394,CORAOPOLIS BL,1,1.0,3.0,1.0,2019,6,13.0,2019-3,True
162375,2019035834,40.3979,-79.7902,BROADWAY BL,1,2.0,3.0,1.0,2019,5,21.0,2019-3,False
162376,2019052032,40.4397,-79.8976,BRADDOCK AV,1,1.0,3.0,1.0,2019,3,14.0,2019-5,True
162377,2019052035,40.4966,-79.8389,WOODLAWN RD,1,3.0,3.0,1.0,2019,3,21.0,2019-5,False
162378,2019051148,40.4447,-80.0093,FORT DUQUESNE BR,1,1.0,3.0,1.0,2019,4,14.0,2019-5,True
162379,2019054298,40.427,-79.9186,SQUIRREL HILL TN,1,3.0,3.0,1.0,2019,6,5.0,2019-5,False
162380,2019055053,40.5517,-80.1022,ROOSEVELT RD,1,1.0,3.0,9.0,2019,5,17.0,2019-5,True
162381,2019055399,40.3484,-79.9448,LEBANON CHURCH RD,1,1.0,3.0,1.0,2019,6,15.0,2019-5,True
162382,2019036130,40.5372,-79.9717,MT ROYAL BL,1,3.0,3.0,1.0,2019,4,4.0,2019-4,False
162383,2019034855,40.4471,-79.9473,NEVILLE ST,1,1.0,3.0,1.0,2019,1,13.0,2019-3,True
162385,2019043635,40.5473,-79.9471,DRESSEL RD,1,1.0,3.0,1.0,2019,5,17.0,2019-4,True
162386,2019043972,40.4686,-80.0195,PALISADE RD,1,3.0,3.0,1.0,2019,2,2.0,2019-4,False
162387,2019044377,40.4244,-79.7546,MOSSIDE BL,1,2.0,3.0,1.0,2019,2,19.0,2019-4,False
162389,2019039922,40.43,-79.9886,MURIEL ST,1,1.0,3.0,1.0,2019,3,9.0,2019-4,True
162390,2019037428,40.3421,-79.9457,WALMART LT,1,1.0,3.0,1.0,2019,2,17.0,2019-4,True
162392,2019037502,40.3401,-79.967,GREEN DR,1,1.0,3.0,1.0,2019,2,18.0,2019-4,True
162393,2019034867,40.3722,-79.982,CLAIRTON BL,1,1.0,3.0,1.0,2019,2,15.0,2019-3,True
162394,2019034877,40.2553,-79.8523,SCENERY DR,1,1.0,3.0,1.0,2019,7,18.0,2019-3,True
162395,2019034895,40.5252,-80.0054,MCKNIGHT RD,1,1.0,3.0,1.0,2019,4,17.0,2019-3,True
162396,2019037519,40.402,-80.0006,EDGEBROOK AV,1,3.0,3.0,1.0,2019,2,21.0,2019-4,False
162397,2019037532,40.3784,-80.1484,DUTCH HILL RD,1,2.0,3.0,1.0,2019,4,0.0,2019-4,False
162398,2019037175,40.5829,-80.0983,NORTH HILLS EX,1,2.0,3.0,1.0,2019,1,20.0,2019-3,False
162399,2019037176,40.3592,-80.1187,RAYMOND P SHAFER HW,1,3.0,3.0,2.0,2019,2,4.0,2019-4,False
162400,2019051149,40.541,-80.1223,RAYMOND P SHAFER HW,1,2.0,3.0,1.0,2019,4,22.0,2019-5,False
162401,2019051150,40.4438,-80.009,FORT DUQUESNE BR,1,1.0,3.0,1.0,2019,5,18.0,2019-5,True
162402,2019051151,40.4146,-80.0622,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,6,13.0,2019-5,True
162403,2019051241,40.4523,-79.9823,22ND ST,1,3.0,3.0,1.0,2019,1,2.0,2019-5,False
162405,2019043018,40.2409,-79.8601,ROUND HILL RD,1,1.0,3.0,1.0,2019,4,15.0,2019-4,True
